timestamp,event_type,side,price,quantity_change
1767778280676549,orderbook_update,no,42,-39
1767778280747424,orderbook_update,yes,50,29
1767778280747562,orderbook_update,yes,52,-30
1767778280748864,orderbook_update,yes,55,-35
1767778280749088,orderbook_update,no,43,-36
1767778280769826,orderbook_update,no,44,33
1767778280770127,orderbook_update,yes,50,-29
1767778280788287,orderbook_update,yes,51,32
1767778280881296,orderbook_update,yes,39,-5000
1767778280882200,orderbook_update,no,35,-5000
1767778281000000,trade,no,55,-1
1767778281028575,orderbook_update,yes,36,5000
1767778281030126,orderbook_update,no,38,5000
1767778281166239,orderbook_update,yes,51,-100
1767778281166239,orderbook_update,yes,49,100
1767778281908071,orderbook_update,yes,55,-1
1767778282000000,trade,no,55,-1
1767778282000000,trade,no,55,-1
1767778282000000,trade,no,55,-1
1767778282172028,orderbook_update,yes,49,-100
1767778282172028,orderbook_update,yes,48,100
1767778282224440,orderbook_update,yes,55,-1
1767778282552526,orderbook_update,yes,55,-1
1767778282892480,orderbook_update,yes,55,-1
1767778283000000,trade,no,55,-1
1767778283000000,trade,no,55,-2
1767778283000000,trade,no,48,-1
1767778283000000,trade,no,48,-1
1767778283000000,trade,no,48,-22
1767778283000000,trade,no,48,-12
1767778283000000,trade,no,48,-2
1767778283000000,trade,no,48,-32
1767778283000000,trade,yes,44,-5
1767778283000000,trade,yes,44,-13
1767778283164093,orderbook_update,yes,37,200
1767778283241166,orderbook_update,yes,55,-1
1767778283274518,orderbook_update,no,44,14
1767778283291336,orderbook_update,yes,50,35
1767778283292983,orderbook_update,yes,55,-2
1767778283292983,orderbook_update,no,45,27
1767778283293238,orderbook_update,yes,51,-32
1767778283293991,orderbook_update,no,44,-33
1767778283304590,orderbook_update,yes,50,-35
1767778283305489,orderbook_update,no,45,-27
1767778283316052,orderbook_update,no,40,-100
1767778283316052,orderbook_update,no,44,100
1767778283323846,orderbook_update,yes,43,37
1767778283325471,orderbook_update,yes,48,-1
1767778283325471,orderbook_update,yes,48,-1
1767778283325471,orderbook_update,yes,48,-22
1767778283335805,orderbook_update,yes,48,-12
1767778283335805,orderbook_update,yes,48,-2
1767778283336747,orderbook_update,yes,43,-37
1767778283348360,orderbook_update,no,44,-100
1767778283348360,orderbook_update,no,41,100
1767778283361493,orderbook_update,no,46,1
1767778283383004,orderbook_update,yes,48,-32
1767778283391242,orderbook_update,yes,48,-66
1767778283393439,orderbook_update,no,52,17
1767778283399341,orderbook_update,no,41,-100
1767778283424144,orderbook_update,yes,42,24
1767778283424377,orderbook_update,no,52,-17
1767778283425782,orderbook_update,no,53,34
1767778283427938,orderbook_update,yes,36,-5000
1767778283429283,orderbook_update,no,38,-5000
1767778283436790,orderbook_update,yes,42,-24
1767778283438033,orderbook_update,no,53,-34
1767778283470467,orderbook_update,yes,41,31
1767778283471866,orderbook_update,no,54,27
1767778283534196,orderbook_update,yes,39,37
1767778283534565,orderbook_update,yes,41,-31
1767778283535318,orderbook_update,no,54,-27
1767778283535733,orderbook_update,no,56,21
1767778283568065,orderbook_update,yes,33,5000
1767778283569033,orderbook_update,no,42,5000
1767778283622893,orderbook_update,no,56,-5
1767778283655293,orderbook_update,no,43,100
1767778283675814,orderbook_update,yes,38,100
1767778283702117,orderbook_update,no,43,-100
1767778283705850,orderbook_update,yes,38,-100
1767778283711671,orderbook_update,yes,33,-5000
1767778283712775,orderbook_update,no,42,-5000
1767778283862254,orderbook_update,no,56,-13
1767778283879255,orderbook_update,yes,40,22
1767778283880472,orderbook_update,yes,39,-37
1767778283881030,orderbook_update,no,55,34
1767778283881821,orderbook_update,no,56,-3
1767778283931803,orderbook_update,no,45,100
1767778283933741,orderbook_update,yes,38,100
1767778283935541,orderbook_update,no,39,200
1767778283959676,orderbook_update,no,45,-100
1767778283959676,orderbook_update,no,2,100
1767778283993169,orderbook_update,yes,38,-100
1767778283993169,orderbook_update,yes,39,100
1767778283994808,orderbook_update,no,2,-100
1767778283994808,orderbook_update,no,45,100
1767778284000000,trade,yes,45,-10
1767778284000000,trade,yes,45,-5
1767778284000000,trade,yes,45,-10
1767778284000000,trade,no,44,-10
1767778284278050,orderbook_update,no,45,-100
1767778284278050,orderbook_update,no,46,100
1767778284278984,orderbook_update,yes,39,-100
1767778284278984,orderbook_update,yes,40,100
1767778284289127,orderbook_update,no,55,-10
1767778284583895,orderbook_update,yes,44,10
1767778284662180,orderbook_update,yes,44,1
1767778284691982,orderbook_update,no,55,-5
1767778284722945,orderbook_update,no,55,-10
1767778284859671,orderbook_update,yes,44,-10
1767778285000000,trade,yes,45,-9
1767778285138811,orderbook_update,yes,40,-100
1767778285138811,orderbook_update,yes,38,100
1767778285209544,orderbook_update,yes,44,10
1767778285660465,orderbook_update,yes,22,5000
1767778285661719,orderbook_update,no,52,5000
1767778285681520,orderbook_update,no,55,-9
1767778285681520,orderbook_update,yes,45,1
1767778285695426,orderbook_update,yes,45,2
1767778285698550,orderbook_update,yes,42,29
1767778285699521,orderbook_update,no,53,26
1767778285700586,orderbook_update,yes,40,-22
1767778285704204,orderbook_update,no,46,-100
1767778285704204,orderbook_update,no,53,100
1767778285754055,orderbook_update,yes,44,-10
1767778285761956,orderbook_update,no,53,-100
1767778285761956,orderbook_update,no,54,100
1767778285979249,orderbook_update,yes,37,-200
1767778286000000,trade,no,45,-2
1767778286000000,trade,no,45,-3
1767778286168714,orderbook_update,yes,38,-100
1767778286168714,orderbook_update,yes,36,100
1767778286295882,orderbook_update,yes,45,-1
1767778286355476,orderbook_update,yes,45,10
1767778286409909,orderbook_update,yes,19,200
1767778286712593,orderbook_update,no,39,-200
1767778286960166,orderbook_update,yes,45,-2
1767778286960166,orderbook_update,yes,45,-3
1767778287000000,trade,yes,46,-10
1767778287233015,orderbook_update,no,54,-10
1767778287267375,orderbook_update,yes,36,-100
1767778287286116,orderbook_update,no,54,-90
1767778287309540,orderbook_update,yes,45,-7
1767778287576937,orderbook_update,yes,23,100
1767778287580273,orderbook_update,no,53,100
1767778287591591,orderbook_update,no,53,200
1767778287633072,orderbook_update,no,53,-100
1767778287633072,orderbook_update,no,54,100
1767778287687573,orderbook_update,no,54,-100
1767778287687573,orderbook_update,no,55,100
1767778288540254,orderbook_update,no,10,76
1767778288710464,orderbook_update,yes,19,-200
1767778289000000,trade,no,44,-1
1767778289119706,orderbook_update,yes,44,-1
1767778289252386,orderbook_update,no,55,-100
1767778289252386,orderbook_update,no,56,100
1767778289261713,orderbook_update,no,44,-14
1767778290709635,orderbook_update,no,53,-200
1767778291000000,trade,yes,44,-12
1767778291000000,trade,yes,44,-21
1767778291000000,trade,yes,44,-43
1767778291223381,orderbook_update,yes,42,-29
1767778291224188,orderbook_update,no,53,-26
1767778291225595,orderbook_update,no,56,-12
1767778291227004,orderbook_update,no,52,13
1767778291231328,orderbook_update,no,56,-21
1767778291239575,orderbook_update,no,52,-13
1767778291248671,orderbook_update,no,56,-43
1767778291279368,orderbook_update,yes,23,-100
1767778291281608,orderbook_update,no,56,-24
1767778291293957,orderbook_update,yes,44,19
1767778291294955,orderbook_update,no,51,41
1767778291294958,orderbook_update,yes,44,10
1767778291380343,orderbook_update,yes,22,-5000
1767778291381588,orderbook_update,no,52,-5000
1767778291521588,orderbook_update,yes,25,5000
1767778291523088,orderbook_update,no,49,5000
1767778291763821,orderbook_update,yes,26,100
1767778291783992,orderbook_update,no,52,100
1767778291791700,orderbook_update,yes,26,-100
1767778291810148,orderbook_update,no,52,-100
1767778291886248,orderbook_update,yes,44,10
1767778292037846,orderbook_update,yes,44,-10
1767778292078615,orderbook_update,yes,26,100
1767778292094337,orderbook_update,no,52,100
1767778292121312,orderbook_update,no,52,-100
1767778292125645,orderbook_update,yes,26,-100
1767778292327195,orderbook_update,yes,25,200
1767778292401008,orderbook_update,yes,44,-10
1767778293000000,trade,yes,47,-10
1767778293148650,orderbook_update,no,52,100
1767778293170346,orderbook_update,yes,26,100
1767778293174709,orderbook_update,no,52,-100
1767778293174709,orderbook_update,no,50,100
1767778293204476,orderbook_update,no,50,-100
1767778293204476,orderbook_update,no,53,100
1767778293229725,orderbook_update,no,50,200
1767778293458080,orderbook_update,no,53,-10
1767778293492204,orderbook_update,no,53,-90
1767778293510203,orderbook_update,yes,26,-100
1767778293545683,orderbook_update,no,51,22
1767778293794404,orderbook_update,no,52,100
1767778293810637,orderbook_update,yes,26,100
1767778293839344,orderbook_update,no,52,-100
1767778293839344,orderbook_update,no,51,100
1767778293873851,orderbook_update,no,51,-100
1767778293873851,orderbook_update,no,52,100
1767778293915419,orderbook_update,no,52,-100
1767778293915419,orderbook_update,no,53,100
1767778294175501,orderbook_update,no,55,5
1767778294193059,orderbook_update,no,53,-100
1767778294193059,orderbook_update,no,54,100
1767778294193122,orderbook_update,yes,26,-100
1767778294193122,orderbook_update,yes,27,100
1767778294222331,orderbook_update,yes,27,-100
1767778294222331,orderbook_update,yes,28,100
1767778295000000,trade,yes,45,-5
1767778295000000,trade,yes,45,-5
1767778295127871,orderbook_update,no,54,-100
1767778295127871,orderbook_update,no,55,100
1767778295542547,orderbook_update,no,55,-5
1767778295542547,orderbook_update,no,55,-5
1767778295577608,orderbook_update,no,55,-95
1767778295577854,orderbook_update,yes,28,-100
1767778295781694,orderbook_update,yes,26,100
1767778295784294,orderbook_update,no,52,100
1767778295821357,orderbook_update,no,52,-100
1767778295821357,orderbook_update,no,53,100
1767778295861345,orderbook_update,no,53,-100
1767778295861345,orderbook_update,no,54,100
1767778295930143,orderbook_update,no,54,-100
1767778295930143,orderbook_update,no,55,100
1767778296000000,trade,yes,45,-9
1767778296311698,orderbook_update,yes,25,-200
1767778296729527,orderbook_update,no,55,-9
1767778296764663,orderbook_update,yes,26,-100
1767778296765330,orderbook_update,no,55,-91
1767778297010221,orderbook_update,yes,26,100
1767778297010484,orderbook_update,no,52,100
1767778297037317,orderbook_update,no,52,-100
1767778297037317,orderbook_update,no,51,100
1767778297067093,orderbook_update,no,51,-100
1767778297067093,orderbook_update,no,52,100
1767778297096990,orderbook_update,no,52,-100
1767778297096990,orderbook_update,no,53,100
1767778297140797,orderbook_update,no,53,-100
1767778297140797,orderbook_update,no,54,100
1767778297679976,orderbook_update,no,46,-1
1767778297928767,orderbook_update,yes,23,200
1767778298000000,trade,yes,47,-39
1767778298131286,orderbook_update,yes,26,-100
1767778298131286,orderbook_update,yes,27,100
