timestamp_us,yes_volume,yes_slippage,yes_bid,yes_ask,yes_spread,no_volume,no_slippage,no_bid,no_ask,no_spread,bid_sum_discrepancy,ask_sum_discrepancy
1767724369402668,274.85,16.5000,0.3100,0.3200,0.0100,177.87,10.1800,0.6800,0.6900,0.0100,0.010000,-0.010000
1767724369430619,274.85,16.5000,0.3100,0.3400,0.0300,177.87,10.1800,0.6600,0.6900,0.0300,0.030000,-0.030000
1767724369523689,274.85,16.5000,0.3100,0.3300,0.0200,177.87,10.1800,0.6700,0.6900,0.0200,0.020000,-0.020000
1767724369572008,274.85,16.5000,0.3100,0.3400,0.0300,177.87,10.1800,0.6600,0.6900,0.0300,0.030000,-0.030000
1767724369843173,274.85,16.5000,0.3000,0.3400,0.0400,177.87,10.1800,0.6600,0.7000,0.0400,0.040000,-0.040000
1767724369843173,274.85,16.5000,0.3200,0.3400,0.0200,177.87,10.1800,0.6600,0.6800,0.0200,0.020000,-0.020000
1767724370087459,274.85,16.5000,0.3000,0.3400,0.0400,177.87,10.1800,0.6600,0.7000,0.0400,0.040000,-0.040000
1767724370087459,274.85,16.5000,0.3300,0.3400,0.0100,177.87,10.1800,0.6600,0.6700,0.0100,0.010000,-0.010000
1767724375650165,286.75,16.8500,0.3300,0.3500,0.0200,177.87,10.1800,0.6500,0.6700,0.0200,0.020000,-0.020000
1767724375768119,286.75,16.8500,0.3400,0.3500,0.0100,177.87,10.1800,0.6500,0.6600,0.0100,0.010000,-0.010000
1767724379923286,305.37,17.7900,0.3400,0.3600,0.0200,177.87,10.1800,0.6400,0.6600,0.0200,0.020000,-0.020000
1767724380846360,305.37,17.7900,0.3500,0.3600,0.0100,177.87,10.1800,0.6400,0.6500,0.0100,0.010000,-0.010000
1767724381082739,305.37,17.7900,0.3500,0.4000,0.0500,177.87,10.1800,0.6000,0.6500,0.0500,0.050000,-0.050000
1767724381099745,305.37,17.7900,0.3500,0.4100,0.0600,177.87,10.1800,0.5900,0.6500,0.0600,0.060000,-0.060000
1767724381102442,305.37,17.7900,0.3500,0.3900,0.0400,177.87,10.1800,0.6100,0.6500,0.0400,0.040000,-0.040000
1767724381349601,305.37,17.7900,0.3600,0.3900,0.0300,177.87,10.1800,0.6100,0.6400,0.0300,0.030000,-0.030000
1767724381408209,305.37,17.7900,0.3500,0.3900,0.0400,177.87,10.1800,0.6100,0.6500,0.0400,0.040000,-0.040000
1767724381408209,305.37,17.7900,0.3700,0.3900,0.0200,177.87,10.1800,0.6100,0.6300,0.0200,0.020000,-0.020000
1767724382544318,305.37,17.7900,0.3700,0.3800,0.0100,199.29,10.8600,0.6200,0.6300,0.0100,0.010000,-0.010000
1767724382617893,305.37,17.7900,0.3700,0.3900,0.0200,199.29,10.8600,0.6100,0.6300,0.0200,0.020000,-0.020000
1767724382718321,305.37,17.7900,0.3200,0.3900,0.0700,199.29,10.8600,0.6100,0.6800,0.0700,0.070000,-0.070000
1767724383092139,305.37,17.7900,0.3300,0.3900,0.0600,199.29,10.8600,0.6100,0.6700,0.0600,0.060000,-0.060000
1767724383203831,305.37,17.7900,0.3200,0.3900,0.0700,199.29,10.8600,0.6100,0.6800,0.0700,0.070000,-0.070000
1767724383203831,305.37,17.7900,0.3400,0.3900,0.0500,199.29,10.8600,0.6100,0.6600,0.0500,0.050000,-0.050000
1767724383249361,305.37,17.7900,0.3400,0.3700,0.0300,199.29,10.8600,0.6300,0.6600,0.0300,0.030000,-0.030000
1767724383331735,305.37,17.7900,0.3200,0.3700,0.0500,199.29,10.8600,0.6300,0.6800,0.0500,0.050000,-0.050000
1767724383331735,305.37,17.7900,0.3300,0.3700,0.0400,199.29,10.8600,0.6300,0.6700,0.0400,0.040000,-0.040000
1767724383354463,305.37,17.7900,0.3300,0.3600,0.0300,199.29,10.8600,0.6400,0.6700,0.0300,0.030000,-0.030000
1767724383499017,305.37,17.7900,0.3300,0.3500,0.0200,199.29,10.8600,0.6500,0.6700,0.0200,0.020000,-0.020000
1767724385605936,305.37,17.7900,0.3400,0.3500,0.0100,199.29,10.8600,0.6500,0.6600,0.0100,0.010000,-0.010000
1767724385849249,305.37,17.7900,0.3300,0.3500,0.0200,199.29,10.8600,0.6500,0.6700,0.0200,0.020000,-0.020000
1767724388416574,324.27,18.8700,0.3100,0.3500,0.0400,199.29,10.8600,0.6500,0.6900,0.0400,0.040000,-0.040000
1767724388416574,324.27,18.8700,0.3400,0.3500,0.0100,199.29,10.8600,0.6500,0.6600,0.0100,0.010000,-0.010000
1767724389055226,324.27,18.8700,0.3400,0.3600,0.0200,199.29,10.8600,0.6400,0.6600,0.0200,0.020000,-0.020000
1767724389265556,324.27,18.8700,0.3400,0.3900,0.0500,199.29,10.8600,0.6100,0.6600,0.0500,0.050000,-0.050000
1767724389308417,324.27,18.8700,0.3400,0.3800,0.0400,199.29,10.8600,0.6200,0.6600,0.0400,0.040000,-0.040000
1767724391211995,324.27,18.8700,0.3400,0.3700,0.0300,199.29,10.8600,0.6300,0.6600,0.0300,0.030000,-0.030000
1767724391281902,324.27,18.8700,0.3500,0.3700,0.0200,199.29,10.8600,0.6300,0.6500,0.0200,0.020000,-0.020000
1767724391340477,324.27,18.8700,0.3600,0.3700,0.0100,199.29,10.8600,0.6300,0.6400,0.0100,0.010000,-0.010000
1767724391843891,324.27,18.8700,0.3600,0.3800,0.0200,199.29,10.8600,0.6200,0.6400,0.0200,0.020000,-0.020000
1767724391899794,324.27,18.8700,0.3500,0.3800,0.0300,199.29,10.8600,0.6200,0.6500,0.0300,0.030000,-0.030000
1767724391899794,324.27,18.8700,0.3700,0.3800,0.0100,199.29,10.8600,0.6200,0.6300,0.0100,0.010000,-0.010000
1767724392267231,324.27,18.8700,0.3700,0.3900,0.0200,199.29,10.8600,0.6100,0.6300,0.0200,0.020000,-0.020000
1767724392324494,324.27,18.8700,0.3500,0.3900,0.0400,199.29,10.8600,0.6100,0.6500,0.0400,0.040000,-0.040000
1767724392324494,324.27,18.8700,0.3800,0.3900,0.0100,199.29,10.8600,0.6100,0.6200,0.0100,0.010000,-0.010000
1767724398911504,325.05,18.8900,0.3500,0.3900,0.0400,199.29,10.8600,0.6100,0.6500,0.0400,0.040000,-0.040000
1767724398911504,325.05,18.8900,0.3700,0.3900,0.0200,199.29,10.8600,0.6100,0.6300,0.0200,0.020000,-0.020000
1767724400622771,325.05,18.8900,0.3500,0.3900,0.0400,199.29,10.8600,0.6100,0.6500,0.0400,0.040000,-0.040000
1767724400622771,325.05,18.8900,0.3800,0.3900,0.0100,199.29,10.8600,0.6100,0.6200,0.0100,0.010000,-0.010000
1767724404099488,334.41,19.1300,0.3400,0.3900,0.0500,238.35,11.4900,0.6100,0.6600,0.0500,0.050000,-0.050000
1767724404375624,334.41,19.1300,0.3400,0.3800,0.0400,238.35,11.4900,0.6200,0.6600,0.0400,0.040000,-0.040000
1767724404472891,334.41,19.1300,0.3300,0.3800,0.0500,238.35,11.4900,0.6200,0.6700,0.0500,0.050000,-0.050000
1767724404508179,334.41,19.1300,0.3300,0.3700,0.0400,238.35,11.4900,0.6300,0.6700,0.0400,0.040000,-0.040000
1767724404626272,334.41,19.1300,0.3300,0.3600,0.0300,238.35,11.4900,0.6400,0.6700,0.0300,0.030000,-0.030000
1767724404775363,334.41,19.1300,0.3400,0.3600,0.0200,238.35,11.4900,0.6400,0.6600,0.0200,0.020000,-0.020000
1767724404824560,334.41,19.1300,0.3300,0.3600,0.0300,238.35,11.4900,0.6400,0.6700,0.0300,0.030000,-0.030000
1767724405148850,334.41,19.1300,0.3400,0.3600,0.0200,238.35,11.4900,0.6400,0.6600,0.0200,0.020000,-0.020000
1767724405427434,334.41,19.1300,0.3400,0.3500,0.0100,238.35,11.4900,0.6500,0.6600,0.0100,0.010000,-0.010000
1767724405533783,334.41,19.1300,0.3400,0.3600,0.0200,238.35,11.4900,0.6400,0.6600,0.0200,0.020000,-0.020000
1767724406662057,334.41,19.1300,0.3400,0.3500,0.0100,238.35,11.4900,0.6500,0.6600,0.0100,0.010000,-0.010000
1767724410642900,341.97,19.5500,0.3400,0.3600,0.0200,238.35,11.4900,0.6400,0.6600,0.0200,0.020000,-0.020000
1767724411467474,341.97,19.5500,0.3400,0.3700,0.0300,239.00,11.5000,0.6300,0.6600,0.0300,0.030000,-0.030000
1767724411485943,341.97,19.5500,0.3500,0.3700,0.0200,239.00,11.5000,0.6300,0.6500,0.0200,0.020000,-0.020000
1767724411542872,341.97,19.5500,0.3600,0.3700,0.0100,239.00,11.5000,0.6300,0.6400,0.0100,0.010000,-0.010000
1767724411761401,341.97,19.5500,0.3600,0.4100,0.0500,239.00,11.5000,0.5900,0.6400,0.0500,0.050000,-0.050000
1767724411812163,341.97,19.5500,0.3600,0.4000,0.0400,239.00,11.5000,0.6000,0.6400,0.0400,0.040000,-0.040000
1767724411958035,341.97,19.5500,0.3700,0.4000,0.0300,239.00,11.5000,0.6000,0.6300,0.0300,0.030000,-0.030000
1767724412015666,341.97,19.5500,0.3600,0.4000,0.0400,239.00,11.5000,0.6000,0.6400,0.0400,0.040000,-0.040000
1767724412015666,341.97,19.5500,0.3800,0.4000,0.0200,239.00,11.5000,0.6000,0.6200,0.0200,0.020000,-0.020000
1767724412616874,341.97,19.5500,0.3800,0.3900,0.0100,239.00,11.5000,0.6100,0.6200,0.0100,0.010000,-0.010000
1767724418754714,341.97,19.5500,0.3800,0.4000,0.0200,239.00,11.5000,0.6000,0.6200,0.0200,0.020000,-0.020000
1767724418813813,341.97,19.5500,0.3900,0.4000,0.0100,239.00,11.5000,0.6000,0.6100,0.0100,0.010000,-0.010000
1767724429196844,345.97,19.6500,0.3900,0.4100,0.0200,240.22,11.5200,0.5900,0.6100,0.0200,0.020000,-0.020000
1767724429196844,345.97,19.6500,0.4000,0.4100,0.0100,240.22,11.5200,0.5900,0.6000,0.0100,0.010000,-0.010000
1767724429446650,345.97,19.6500,0.4000,0.4300,0.0300,240.22,11.5200,0.5700,0.6000,0.0300,0.030000,-0.030000
1767724429505875,345.97,19.6500,0.4100,0.4300,0.0200,240.22,11.5200,0.5700,0.5900,0.0200,0.020000,-0.020000
1767724429560810,345.97,19.6500,0.4000,0.4300,0.0300,240.22,11.5200,0.5700,0.6000,0.0300,0.030000,-0.030000
1767724429560810,345.97,19.6500,0.4200,0.4300,0.0100,240.22,11.5200,0.5700,0.5800,0.0100,0.010000,-0.010000
1767724430360524,345.97,19.6500,0.4200,0.4400,0.0200,240.22,11.5200,0.5600,0.5800,0.0200,0.020000,-0.020000
1767724430432461,345.97,19.6500,0.4300,0.4400,0.0100,240.22,11.5200,0.5600,0.5700,0.0100,0.010000,-0.010000
1767724433531510,345.97,19.6500,0.4300,0.4600,0.0300,240.22,11.5200,0.5400,0.5700,0.0300,0.030000,-0.030000
1767724433633620,345.97,19.6500,0.4400,0.4600,0.0200,240.22,11.5200,0.5400,0.5600,0.0200,0.020000,-0.020000
1767724433920166,345.97,19.6500,0.4400,0.4500,0.0100,240.22,11.5200,0.5500,0.5600,0.0100,0.010000,-0.010000
1767724433983475,345.97,19.6500,0.4400,0.4600,0.0200,240.22,11.5200,0.5400,0.5600,0.0200,0.020000,-0.020000
1767724434210170,345.97,19.6500,0.4500,0.4600,0.0100,240.22,11.5200,0.5400,0.5500,0.0100,0.010000,-0.010000
1767724434534960,345.97,19.6500,0.4500,0.4700,0.0200,240.22,11.5200,0.5300,0.5500,0.0200,0.020000,-0.020000
1767724434601572,345.97,19.6500,0.4500,0.4800,0.0300,240.22,11.5200,0.5200,0.5500,0.0300,0.030000,-0.030000
1767724434601629,345.97,19.6500,0.4600,0.4800,0.0200,240.22,11.5200,0.5200,0.5400,0.0200,0.020000,-0.020000
1767724435088026,345.97,19.6500,0.4600,0.4700,0.0100,241.34,11.6000,0.5300,0.5400,0.0100,0.010000,-0.010000
1767724435139259,345.97,19.6500,0.4600,0.4800,0.0200,241.34,11.6000,0.5200,0.5400,0.0200,0.020000,-0.020000
1767724435210797,345.97,19.6500,0.4600,0.4700,0.0100,241.34,11.6000,0.5300,0.5400,0.0100,0.010000,-0.010000
1767724435251334,345.97,19.6500,0.4400,0.4700,0.0300,241.34,11.6000,0.5300,0.5600,0.0300,0.030000,-0.030000
1767724435251334,345.97,19.6500,0.4500,0.4700,0.0200,241.34,11.6000,0.5300,0.5500,0.0200,0.020000,-0.020000
1767724435260236,345.97,19.6500,0.4500,0.4800,0.0300,241.34,11.6000,0.5200,0.5500,0.0300,0.030000,-0.030000
1767724435351018,345.97,19.6500,0.4500,0.4600,0.0100,241.34,11.6000,0.5400,0.5500,0.0100,0.010000,-0.010000
1767724435369868,345.97,19.6500,0.4400,0.4600,0.0200,241.34,11.6000,0.5400,0.5600,0.0200,0.020000,-0.020000
1767724435531983,345.97,19.6500,0.4400,0.4500,0.0100,241.34,11.6000,0.5500,0.5600,0.0100,0.010000,-0.010000
1767724435727679,345.97,19.6500,0.4200,0.4500,0.0300,241.34,11.6000,0.5500,0.5800,0.0300,0.030000,-0.030000
1767724435727679,345.97,19.6500,0.4200,0.4400,0.0200,241.34,11.6000,0.5600,0.5800,0.0200,0.020000,-0.020000
1767724435901939,345.97,19.6500,0.4200,0.4300,0.0100,241.34,11.6000,0.5700,0.5800,0.0100,0.010000,-0.010000
1767724438248196,345.97,19.6500,0.3900,0.4300,0.0400,261.64,11.9500,0.5700,0.6100,0.0400,0.040000,-0.040000
1767724438248196,345.97,19.6500,0.3900,0.4200,0.0300,261.64,11.9500,0.5800,0.6100,0.0300,0.030000,-0.030000
1767724438423692,345.97,19.6500,0.3900,0.4100,0.0200,261.64,11.9500,0.5900,0.6100,0.0200,0.020000,-0.020000
1767724439028869,345.97,19.6500,0.3900,0.4000,0.0100,262.86,11.9900,0.6000,0.6100,0.0100,0.010000,-0.010000
1767724439128355,345.97,19.6500,0.3900,0.4100,0.0200,262.86,11.9900,0.5900,0.6100,0.0200,0.020000,-0.020000
1767724439129936,345.97,19.6500,0.3800,0.4100,0.0300,262.86,11.9900,0.5900,0.6200,0.0300,0.030000,-0.030000
1767724439129936,345.97,19.6500,0.3800,0.3900,0.0100,262.86,11.9900,0.6100,0.6200,0.0100,0.010000,-0.010000
1767724439182665,345.97,19.6500,0.3800,0.4000,0.0200,262.86,11.9900,0.6000,0.6200,0.0200,0.020000,-0.020000
1767724439305302,345.97,19.6500,0.3800,0.4100,0.0300,262.86,11.9900,0.5900,0.6200,0.0300,0.030000,-0.030000
1767724439334327,345.97,19.6500,0.3800,0.3900,0.0100,262.86,11.9900,0.6100,0.6200,0.0100,0.010000,-0.010000
1767724439440881,345.97,19.6500,0.3800,0.4000,0.0200,262.86,11.9900,0.6000,0.6200,0.0200,0.020000,-0.020000
1767724439450796,345.97,19.6500,0.3800,0.4100,0.0300,262.86,11.9900,0.5900,0.6200,0.0300,0.030000,-0.030000
1767724439451123,345.97,19.6500,0.3800,0.3900,0.0100,262.86,11.9900,0.6100,0.6200,0.0100,0.010000,-0.010000
1767724439506810,345.97,19.6500,0.3800,0.4100,0.0300,262.86,11.9900,0.5900,0.6200,0.0300,0.030000,-0.030000
1767724439679500,345.97,19.6500,0.3900,0.4100,0.0200,262.86,11.9900,0.5900,0.6100,0.0200,0.020000,-0.020000
1767724439900039,345.97,19.6500,0.3900,0.4000,0.0100,262.86,11.9900,0.6000,0.6100,0.0100,0.010000,-0.010000
1767724440447310,359.17,19.9800,0.3500,0.4000,0.0500,265.30,12.0300,0.6000,0.6500,0.0500,0.050000,-0.050000
1767724440470534,359.17,19.9800,0.3700,0.4000,0.0300,265.30,12.0300,0.6000,0.6300,0.0300,0.030000,-0.030000
1767724440520011,359.17,19.9800,0.3500,0.4000,0.0500,265.30,12.0300,0.6000,0.6500,0.0500,0.050000,-0.050000
1767724440530208,359.17,19.9800,0.3500,0.4100,0.0600,265.30,12.0300,0.5900,0.6500,0.0600,0.060000,-0.060000
1767724440560421,359.17,19.9800,0.3600,0.4100,0.0500,265.30,12.0300,0.5900,0.6400,0.0500,0.050000,-0.050000
1767724440646270,359.17,19.9800,0.3600,0.4900,0.1300,265.30,12.0300,0.5100,0.6400,0.1300,0.130000,-0.130000
1767724440691401,359.17,19.9800,0.3600,0.4800,0.1200,265.30,12.0300,0.5200,0.6400,0.1200,0.120000,-0.120000
1767724440712057,359.17,19.9800,0.3700,0.4800,0.1100,265.30,12.0300,0.5200,0.6300,0.1100,0.110000,-0.110000
1767724440772531,359.17,19.9800,0.4100,0.4800,0.0700,265.30,12.0300,0.5200,0.5900,0.0700,0.070000,-0.070000
1767724440773296,359.17,19.9800,0.4100,0.4500,0.0400,265.30,12.0300,0.5500,0.5900,0.0400,0.040000,-0.040000
1767724440899200,359.17,19.9800,0.4200,0.4500,0.0300,265.30,12.0300,0.5500,0.5800,0.0300,0.030000,-0.030000
1767724441183631,359.17,19.9800,0.4100,0.4500,0.0400,265.30,12.0300,0.5500,0.5900,0.0400,0.040000,-0.040000
1767724441183631,359.17,19.9800,0.4300,0.4500,0.0200,265.30,12.0300,0.5500,0.5700,0.0200,0.020000,-0.020000
1767724442439097,359.17,19.9800,0.4100,0.4500,0.0400,265.30,12.0300,0.5500,0.5900,0.0400,0.040000,-0.040000
1767724442439097,359.17,19.9800,0.4200,0.4500,0.0300,265.30,12.0300,0.5500,0.5800,0.0300,0.030000,-0.030000
1767724442977528,359.17,19.9800,0.4200,0.4400,0.0200,265.30,12.0300,0.5600,0.5800,0.0200,0.020000,-0.020000
1767724443085439,359.17,19.9800,0.4200,0.4300,0.0100,265.30,12.0300,0.5700,0.5800,0.0100,0.010000,-0.010000
1767724445498810,359.17,19.9800,0.4200,0.4400,0.0200,265.30,12.0300,0.5600,0.5800,0.0200,0.020000,-0.020000
1767724447141767,359.17,19.9800,0.3900,0.4400,0.0500,265.30,12.0300,0.5600,0.6100,0.0500,0.050000,-0.050000
1767724447141767,359.17,19.9800,0.4100,0.4400,0.0300,265.30,12.0300,0.5600,0.5900,0.0300,0.030000,-0.030000
1767724447151932,359.17,19.9800,0.4100,0.4300,0.0200,265.30,12.0300,0.5700,0.5900,0.0200,0.020000,-0.020000
1767724447529707,359.17,19.9800,0.4100,0.4200,0.0100,265.30,12.0300,0.5800,0.5900,0.0100,0.010000,-0.010000
1767724460540234,361.27,20.0300,0.4000,0.4200,0.0200,289.18,12.7100,0.5800,0.6000,0.0200,0.020000,-0.020000
1767724460800767,361.27,20.0300,0.3900,0.4200,0.0300,289.18,12.7100,0.5800,0.6100,0.0300,0.030000,-0.030000
1767724461215411,361.27,20.0300,0.4000,0.4200,0.0200,289.18,12.7100,0.5800,0.6000,0.0200,0.020000,-0.020000
1767724463865498,361.27,20.0300,0.4000,0.4100,0.0100,289.18,12.7100,0.5900,0.6000,0.0100,0.010000,-0.010000
1767724464996980,364.96,20.1200,0.4000,0.4500,0.0500,289.18,12.7100,0.5500,0.6000,0.0500,0.050000,-0.050000
1767724464996980,364.96,20.1200,0.4100,0.4500,0.0400,289.18,12.7100,0.5500,0.5900,0.0400,0.040000,-0.040000
1767724465037160,364.96,20.1200,0.4100,0.4400,0.0300,289.18,12.7100,0.5600,0.5900,0.0300,0.030000,-0.030000
1767724465063008,364.96,20.1200,0.4200,0.4400,0.0200,289.18,12.7100,0.5600,0.5800,0.0200,0.020000,-0.020000
1767724465128036,364.96,20.1200,0.4000,0.4400,0.0400,289.18,12.7100,0.5600,0.6000,0.0400,0.040000,-0.040000
1767724465128036,364.96,20.1200,0.4300,0.4400,0.0100,289.18,12.7100,0.5600,0.5700,0.0100,0.010000,-0.010000
1767724465856020,364.96,20.1200,0.4300,0.4500,0.0200,289.18,12.7100,0.5500,0.5700,0.0200,0.020000,-0.020000
1767724465917455,364.96,20.1200,0.4400,0.4500,0.0100,289.18,12.7100,0.5500,0.5600,0.0100,0.010000,-0.010000
1767724466354661,364.96,20.1200,0.4100,0.4500,0.0400,289.18,12.7100,0.5500,0.5900,0.0400,0.040000,-0.040000
1767724466354661,364.96,20.1200,0.4200,0.4500,0.0300,289.18,12.7100,0.5500,0.5800,0.0300,0.030000,-0.030000
1767724466387160,364.96,20.1200,0.4200,0.4400,0.0200,289.18,12.7100,0.5600,0.5800,0.0200,0.020000,-0.020000
1767724466439864,364.96,20.1200,0.4100,0.4400,0.0300,289.18,12.7100,0.5600,0.5900,0.0300,0.030000,-0.030000
1767724466510296,364.96,20.1200,0.4100,0.4300,0.0200,289.18,12.7100,0.5700,0.5900,0.0200,0.020000,-0.020000
1767724467206398,364.96,20.1200,0.4100,0.4200,0.0100,289.18,12.7100,0.5800,0.5900,0.0100,0.010000,-0.010000
1767724467271093,364.96,20.1200,0.4100,0.4300,0.0200,289.18,12.7100,0.5700,0.5900,0.0200,0.020000,-0.020000
1767724467698065,364.96,20.1200,0.4200,0.4300,0.0100,289.18,12.7100,0.5700,0.5800,0.0100,0.010000,-0.010000
1767724468077437,364.96,20.1200,0.4100,0.4300,0.0200,291.50,12.7500,0.5700,0.5900,0.0200,0.020000,-0.020000
1767724468077437,364.96,20.1200,0.4100,0.4200,0.0100,291.50,12.7500,0.5800,0.5900,0.0100,0.010000,-0.010000
1767724468249508,364.96,20.1200,0.4100,0.4300,0.0200,291.50,12.7500,0.5700,0.5900,0.0200,0.020000,-0.020000
1767724468334170,364.96,20.1200,0.4100,0.4200,0.0100,291.50,12.7500,0.5800,0.5900,0.0100,0.010000,-0.010000
1767724468961870,364.96,20.1200,0.3900,0.4200,0.0300,291.50,12.7500,0.5800,0.6100,0.0300,0.030000,-0.030000
1767724468961870,364.96,20.1200,0.4000,0.4200,0.0200,291.50,12.7500,0.5800,0.6000,0.0200,0.020000,-0.020000
1767724469046824,378.61,20.4700,0.4000,0.4100,0.0100,291.50,12.7500,0.5900,0.6000,0.0100,0.010000,-0.010000
1767724469117286,378.61,20.4700,0.3800,0.4100,0.0300,291.50,12.7500,0.5900,0.6200,0.0300,0.030000,-0.030000
1767724469174443,378.61,20.4700,0.3800,0.4000,0.0200,291.50,12.7500,0.6000,0.6200,0.0200,0.020000,-0.020000
1767724469221081,378.61,20.4700,0.3800,0.3900,0.0100,291.50,12.7500,0.6100,0.6200,0.0100,0.010000,-0.010000
1767724469290343,378.61,20.4700,0.3700,0.3900,0.0200,291.50,12.7500,0.6100,0.6300,0.0200,0.020000,-0.020000
1767724469674855,378.61,20.4700,0.3700,0.3800,0.0100,291.50,12.7500,0.6200,0.6300,0.0100,0.010000,-0.010000
1767724469701322,378.61,20.4700,0.3600,0.3800,0.0200,291.50,12.7500,0.6200,0.6400,0.0200,0.020000,-0.020000
1767724469850735,378.61,20.4700,0.3600,0.3700,0.0100,291.50,12.7500,0.6300,0.6400,0.0100,0.010000,-0.010000
1767724470121914,378.61,20.4700,0.3500,0.3700,0.0200,310.70,13.0500,0.6300,0.6500,0.0200,0.020000,-0.020000
1767724470121914,378.61,20.4700,0.3500,0.3600,0.0100,310.70,13.0500,0.6400,0.6500,0.0100,0.010000,-0.010000
1767724471272084,390.86,20.4700,0.3300,0.3600,0.0300,323.70,13.2500,0.6400,0.6700,0.0300,0.030000,-0.030000
1767724471272084,390.86,20.4700,0.3300,0.3500,0.0200,323.70,13.2500,0.6500,0.6700,0.0200,0.020000,-0.020000
1767724474590842,390.86,20.4700,0.3200,0.3500,0.0300,323.70,13.2500,0.6500,0.6800,0.0300,0.030000,-0.030000
1767724474590842,390.86,20.4700,0.3400,0.3500,0.0100,323.70,13.2500,0.6500,0.6600,0.0100,0.010000,-0.010000
1767724485400145,392.26,20.5100,0.3300,0.3500,0.0200,328.32,13.3200,0.6500,0.6700,0.0200,0.020000,-0.020000
1767724486226634,392.26,20.5100,0.3400,0.3500,0.0100,328.32,13.3200,0.6500,0.6600,0.0100,0.010000,-0.010000
1767724486852258,392.26,20.5100,0.3300,0.3500,0.0200,328.32,13.3200,0.6500,0.6700,0.0200,0.020000,-0.020000
1767724491000000,392.26,20.5100,0.3300,0.3400,0.0100,331.04,13.4000,0.6600,0.6700,0.0100,0.010000,-0.010000
1767724491147334,392.26,20.5100,0.3200,0.3400,0.0200,331.04,13.4000,0.6600,0.6800,0.0200,0.020000,-0.020000
1767724491349031,392.26,20.5100,0.3200,0.3300,0.0100,331.04,13.4000,0.6700,0.6800,0.0100,0.010000,-0.010000
1767724491861725,392.26,20.5100,0.3000,0.3300,0.0300,331.04,13.4000,0.6700,0.7000,0.0300,0.030000,-0.030000
1767724491861725,392.26,20.5100,0.3000,0.3200,0.0200,331.04,13.4000,0.6800,0.7000,0.0200,0.020000,-0.020000
1767724492030693,392.26,20.5100,0.3000,0.3100,0.0100,340.88,13.7200,0.6900,0.7000,0.0100,0.010000,-0.010000
1767724492130994,392.26,20.5100,0.2900,0.3100,0.0200,340.88,13.7200,0.6900,0.7100,0.0200,0.020000,-0.020000
1767724492130994,392.26,20.5100,0.2900,0.3000,0.0100,340.88,13.7200,0.7000,0.7100,0.0100,0.010000,-0.010000
1767724492249659,392.26,20.5100,0.2900,0.3200,0.0300,340.88,13.7200,0.6800,0.7100,0.0300,0.030000,-0.030000
1767724492292396,392.26,20.5100,0.2900,0.3100,0.0200,340.88,13.7200,0.6900,0.7100,0.0200,0.020000,-0.020000
1767724492428786,392.26,20.5100,0.2900,0.3200,0.0300,340.88,13.7200,0.6800,0.7100,0.0300,0.030000,-0.030000
1767724492846500,392.26,20.5100,0.2900,0.3100,0.0200,340.88,13.7200,0.6900,0.7100,0.0200,0.020000,-0.020000
1767724492896731,392.26,20.5100,0.2900,0.3200,0.0300,340.88,13.7200,0.6800,0.7100,0.0300,0.030000,-0.030000
1767724495389210,392.26,20.5100,0.3000,0.3200,0.0200,364.33,14.0700,0.6800,0.7000,0.0200,0.020000,-0.020000
1767724495400107,392.26,20.5100,0.2900,0.3200,0.0300,364.33,14.0700,0.6800,0.7100,0.0300,0.030000,-0.030000
1767724495422749,392.26,20.5100,0.3100,0.3200,0.0100,364.33,14.0700,0.6800,0.6900,0.0100,0.010000,-0.010000
1767724495515693,392.26,20.5100,0.3100,0.3300,0.0200,364.33,14.0700,0.6700,0.6900,0.0200,0.020000,-0.020000
1767724495522116,392.26,20.5100,0.3200,0.3300,0.0100,364.33,14.0700,0.6700,0.6800,0.0100,0.010000,-0.010000
1767724495575962,392.26,20.5100,0.3200,0.3400,0.0200,364.33,14.0700,0.6600,0.6800,0.0200,0.020000,-0.020000
1767724495633781,392.26,20.5100,0.3300,0.3400,0.0100,364.33,14.0700,0.6600,0.6700,0.0100,0.010000,-0.010000
1767724495883659,392.26,20.5100,0.3200,0.3400,0.0200,364.33,14.0700,0.6600,0.6800,0.0200,0.020000,-0.020000
1767724495885126,392.26,20.5100,0.3200,0.3500,0.0300,364.33,14.0700,0.6500,0.6800,0.0300,0.030000,-0.030000
1767724496290884,392.26,20.5100,0.3300,0.3500,0.0200,364.33,14.0700,0.6500,0.6700,0.0200,0.020000,-0.020000
1767724496792513,392.26,20.5100,0.3400,0.3500,0.0100,364.33,14.0700,0.6500,0.6600,0.0100,0.010000,-0.010000
1767724498889099,399.96,20.7300,0.3400,0.3600,0.0200,364.33,14.0700,0.6400,0.6600,0.0200,0.020000,-0.020000
1767724499054145,399.96,20.7300,0.3400,0.3500,0.0100,364.33,14.0700,0.6500,0.6600,0.0100,0.010000,-0.010000
1767724499229110,399.96,20.7300,0.3400,0.3600,0.0200,364.33,14.0700,0.6400,0.6600,0.0200,0.020000,-0.020000
1767724499232052,399.96,20.7300,0.3400,0.3500,0.0100,364.33,14.0700,0.6500,0.6600,0.0100,0.010000,-0.010000
1767724499336288,399.96,20.7300,0.3400,0.3600,0.0200,364.33,14.0700,0.6400,0.6600,0.0200,0.020000,-0.020000
